Location,Poverty Level,TimeFrame,DataFormat,Data
ACADEMY 20,Eligible for Free or Reduced Lunch,2006,Number,1534
ACADEMY 20,Eligible for Reduced Price Lunch,2006,Number,653
ACADEMY 20,Eligible for Reduced Price Lunch,2006,Percent,0.0308
ACADEMY 20,Eligible for Free or Reduced Lunch,2006,Percent,0.0723
ACADEMY 20,Eligible for Free Lunch,2006,Percent,0.0416
ACADEMY 20,Eligible for Reduced Price Lunch,2005,Percent,0.0223
ACADEMY 20,Eligible for Free Lunch,2005,Percent,0.0364
ACADEMY 20,Eligible for Reduced Price Lunch,2005,Number,458
ACADEMY 20,Eligible for Free or Reduced Lunch,2005,Percent,0.0587
ACADEMY 20,Eligible for Free Lunch,2005,Number,746
ACADEMY 20,Eligible for Free or Reduced Lunch,2005,Number,1204
ACADEMY 20,Eligible for Reduced Price Lunch,2004,Number,501
ACADEMY 20,Eligible for Free or Reduced Lunch,2004,Number,1182
ACADEMY 20,Eligible for Free Lunch,2004,Number,681
ACADEMY 20,Eligible for Reduced Price Lunch,2004,Percent,0.0253
ACADEMY 20,Eligible for Free or Reduced Lunch,2004,Percent,0.0596
ACADEMY 20,Eligible for Reduced Price Lunch,2003,Percent,0.02
ACADEMY 20,Eligible for Free Lunch,2004,Percent,0.0344
ACADEMY 20,Eligible for Free or Reduced Lunch,2003,Percent,0.06
ACADEMY 20,Eligible for Free Lunch,2003,Percent,0.03
ACADEMY 20,Eligible for Free Lunch,2003,Number,627
ACADEMY 20,Eligible for Free or Reduced Lunch,2003,Number,1062
ACADEMY 20,Eligible for Reduced Price Lunch,2003,Number,435
ACADEMY 20,Eligible for Free Lunch,2002,Number,509
ACADEMY 20,Eligible for Free or Reduced Lunch,2002,Number,905
ACADEMY 20,Eligible for Reduced Price Lunch,2002,Number,396
ACADEMY 20,Eligible for Reduced Price Lunch,2002,Percent,0.02118
ACADEMY 20,Eligible for Free or Reduced Lunch,2002,Percent,0.0484
ACADEMY 20,Eligible for Free Lunch,2002,Percent,0.02722
ACADEMY 20,Eligible for Reduced Price Lunch,2001,Percent,0.02244
ACADEMY 20,Eligible for Free or Reduced Lunch,2001,Percent,0.04714
ACADEMY 20,Eligible for Free Lunch,2001,Percent,0.0247
ACADEMY 20,Eligible for Free Lunch,2001,Number,448
ACADEMY 20,Eligible for Free or Reduced Lunch,2001,Number,855
ACADEMY 20,Eligible for Reduced Price Lunch,2001,Number,407
ACADEMY 20,Eligible for Free Lunch,2000,Number,369
ACADEMY 20,Eligible for Free or Reduced Lunch,2000,Number,701
ACADEMY 20,Eligible for Reduced Price Lunch,2000,Number,332
ACADEMY 20,Eligible for Free Lunch,2000,Percent,0.02
ACADEMY 20,Eligible for Free or Reduced Lunch,2000,Percent,0.04
ACADEMY 20,Eligible for Reduced Price Lunch,2000,Percent,0.02
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2000,Percent,0.1
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2000,Percent,0.06
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2000,Percent,0.05
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2000,Number,61
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2000,Number,77
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2000,Number,138
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2001,Number,81
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2001,Number,223
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2001,Number,142
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2001,Percent,0.16009
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2001,Percent,0.05815
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2001,Percent,0.10194
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2002,Percent,0.20553
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2002,Percent,0.05032
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2002,Percent,0.15521
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2002,Number,219
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2002,Number,71
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2002,Number,290
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2003,Number,64
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2003,Percent,0.18
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2003,Percent,0.23
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2003,Percent,0.05
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2003,Number,312
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2003,Number,248
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2004,Percent,0.0381
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2004,Percent,0.2413
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2004,Percent,0.2032
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2004,Number,304
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2004,Number,256
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2004,Number,48
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2006,Percent,0.2445
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2006,Percent,0.202
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2006,Percent,0.0425
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2005,Percent,0.0498
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2005,Percent,0.2348
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2005,Number,234
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2005,Number,297
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2005,Number,63
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2005,Percent,0.185
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2006,Number,257
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2006,Number,311
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2006,Number,54
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2007,Number,298
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2007,Number,231
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2007,Number,67
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2008,Percent,0.2926
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2008,Percent,0.2319
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2007,Percent,0.06
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2007,Percent,0.25
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2007,Percent,0.19
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2008,Number,275
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2008,Percent,0.0607
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2008,Number,72
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2008,Number,347
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2013,Number,59
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2013,Number,409
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2013,Percent,0.37318
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2013,Percent,0.05383
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2013,Number,350
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2013,Percent,0.31934
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2009,Number,56
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2009,Number,380
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2009,Number,324
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2010,Number,70
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2009,Percent,0.2678
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2009,Percent,0.314
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2009,Percent,0.0463
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2011,Percent,0.2681
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2011,Percent,0.3413
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2011,Percent,0.0732
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2010,Percent,0.277
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2010,Percent,0.337
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2010,Percent,0.06
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2010,Number,391
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2010,Number,321
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2011,Number,401
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2011,Number,315
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2011,Number,86
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2012,Number,398
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2012,Number,75
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2012,Number,323
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2012,Percent,0.34943
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2012,Percent,0.28358
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2012,Percent,0.06585
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2014,Percent,0.36469
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2014,Number,55
PARK (ESTES PARK) R-3,Eligible for Free or Reduced Lunch,2014,Number,411
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2014,Number,356
PARK (ESTES PARK) R-3,Eligible for Free Lunch,2014,Percent,0.31588
PARK (ESTES PARK) R-3,Eligible for Reduced Price Lunch,2014,Percent,0.0488
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2014,Percent,0.12903
PARK COUNTY RE-2,Eligible for Free Lunch,2014,Percent,0.36406
PARK COUNTY RE-2,Eligible for Free Lunch,2014,Number,237
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2014,Number,321
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2014,Number,84
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2014,Percent,0.49309
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2012,Percent,0.1136
PARK COUNTY RE-2,Eligible for Free Lunch,2012,Percent,0.32702
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2012,Percent,0.44062
PARK COUNTY RE-2,Eligible for Free Lunch,2012,Number,190
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2012,Number,66
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2012,Number,256
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2011,Number,76
PARK COUNTY RE-2,Eligible for Free Lunch,2011,Number,174
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2011,Number,250
PARK COUNTY RE-2,Eligible for Free Lunch,2010,Number,170
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2010,Number,232
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2010,Percent,0.103
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2010,Percent,0.386
PARK COUNTY RE-2,Eligible for Free Lunch,2010,Percent,0.283
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2011,Percent,0.1331
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2011,Percent,0.4378
PARK COUNTY RE-2,Eligible for Free Lunch,2011,Percent,0.3047
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2009,Percent,0.124
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2009,Percent,0.3802
PARK COUNTY RE-2,Eligible for Free Lunch,2009,Percent,0.2562
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2010,Number,62
PARK COUNTY RE-2,Eligible for Free Lunch,2009,Number,155
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2009,Number,230
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2009,Number,75
PARK COUNTY RE-2,Eligible for Free Lunch,2013,Percent,0.35254
PARK COUNTY RE-2,Eligible for Free Lunch,2013,Number,208
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2013,Percent,0.11017
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2013,Percent,0.46271
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2013,Number,273
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2013,Number,65
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2008,Number,200
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2008,Number,71
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2008,Percent,0.1187
PARK COUNTY RE-2,Eligible for Free Lunch,2008,Number,129
PARK COUNTY RE-2,Eligible for Free Lunch,2007,Percent,0.22
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2007,Percent,0.3
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2007,Percent,0.08
PARK COUNTY RE-2,Eligible for Free Lunch,2008,Percent,0.2157
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2008,Percent,0.3344
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2007,Number,50
PARK COUNTY RE-2,Eligible for Free Lunch,2007,Number,139
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2007,Number,189
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2006,Number,67
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2006,Number,235
PARK COUNTY RE-2,Eligible for Free Lunch,2006,Number,168
PARK COUNTY RE-2,Eligible for Free Lunch,2005,Percent,0.2773
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2005,Number,54
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2005,Number,242
PARK COUNTY RE-2,Eligible for Free Lunch,2005,Number,188
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2005,Percent,0.3569
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2005,Percent,0.0797
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2006,Percent,0.0997
PARK COUNTY RE-2,Eligible for Free Lunch,2006,Percent,0.25
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2006,Percent,0.3497
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2004,Number,81
PARK COUNTY RE-2,Eligible for Free Lunch,2004,Number,145
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2004,Number,226
PARK COUNTY RE-2,Eligible for Free Lunch,2004,Percent,0.2294
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2004,Percent,0.3576
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2004,Percent,0.1282
PARK COUNTY RE-2,Eligible for Free Lunch,2003,Number,122
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2003,Number,181
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2003,Percent,0.09
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2003,Percent,0.29
PARK COUNTY RE-2,Eligible for Free Lunch,2003,Percent,0.19
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2003,Number,59
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2002,Number,179
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2002,Number,63
PARK COUNTY RE-2,Eligible for Free Lunch,2002,Number,116
PARK COUNTY RE-2,Eligible for Free Lunch,2002,Percent,0.17791
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2002,Percent,0.09663
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2002,Percent,0.27454
PARK COUNTY RE-2,Eligible for Free Lunch,2001,Percent,0.15408
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2001,Percent,0.08166
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2001,Percent,0.23575
PARK COUNTY RE-2,Eligible for Free Lunch,2001,Number,100
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2001,Number,153
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2001,Number,53
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2000,Number,125
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2000,Number,59
PARK COUNTY RE-2,Eligible for Free Lunch,2000,Number,66
PARK COUNTY RE-2,Eligible for Free or Reduced Lunch,2000,Percent,0.2
PARK COUNTY RE-2,Eligible for Free Lunch,2000,Percent,0.1
PARK COUNTY RE-2,Eligible for Reduced Price Lunch,2000,Percent,0.09
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2000,Percent,0.53
PAWNEE RE-12,Eligible for Free Lunch,2000,Percent,0.33
PAWNEE RE-12,Eligible for Reduced Price Lunch,2000,Number,28
PAWNEE RE-12,Eligible for Free Lunch,2000,Number,44
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2000,Number,72
PAWNEE RE-12,Eligible for Reduced Price Lunch,2000,Percent,0.21
PAWNEE RE-12,Eligible for Reduced Price Lunch,2001,Number,18
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2001,Number,66
PAWNEE RE-12,Eligible for Free Lunch,2001,Number,48
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2001,Percent,0.51563
PAWNEE RE-12,Eligible for Reduced Price Lunch,2001,Percent,0.14063
PAWNEE RE-12,Eligible for Free Lunch,2001,Percent,0.375
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2002,Percent,0.4375
PAWNEE RE-12,Eligible for Reduced Price Lunch,2002,Percent,0.09375
PAWNEE RE-12,Eligible for Free Lunch,2002,Percent,0.34375
PAWNEE RE-12,Eligible for Free Lunch,2002,Number,44
PAWNEE RE-12,Eligible for Reduced Price Lunch,2002,Number,12
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2002,Number,56
PAWNEE RE-12,Eligible for Reduced Price Lunch,2003,Number,6
PAWNEE RE-12,Eligible for Free Lunch,2003,Percent,0.24
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2003,Percent,0.3
PAWNEE RE-12,Eligible for Reduced Price Lunch,2003,Percent,0.05
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2003,Number,34
PAWNEE RE-12,Eligible for Free Lunch,2003,Number,28
PAWNEE RE-12,Eligible for Reduced Price Lunch,2004,Percent,0.0984
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2004,Percent,0.3934
PAWNEE RE-12,Eligible for Free Lunch,2004,Percent,0.2951
PAWNEE RE-12,Eligible for Free or Reduced Lunch,2004,Number,48
PAWNEE RE-12,Eligible for Free Lunch,2004,Number,36
